Date,AXISBANK.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SUNPHARMA.NS,TATACONSUM.NS,TCS.NS,TECHM.NS,WIPRO.NS
2022-05-24,661.2888793945312,1233.2550048828125,568.9470825195312,662.845458984375,136.6061553955078,3268.170166015625,931.1102905273438,134.69471740722656,3566.54541015625,846.3883056640625,841.8441162109375,624.310546875,544.2324829101562,2130.80810546875,686.9193115234375,870.020751953125,1266.194091796875,218.38697814941406,375.13970947265625,1545.636474609375,7526.03466796875,825.7975463867188,129.53038024902344,117.35298156738281,142.4612579345703,1184.7652587890625,1065.453369140625,422.658935546875,875.1768188476562,686.1376953125,2882.508544921875,956.0405883789062,214.5913848876953
2022-05-25,662.23486328125,1238.1202392578125,571.7531127929688,672.6190795898438,134.9715118408203,3311.535888671875,932.50146484375,133.47589111328125,3427.894775390625,838.6683349609375,827.158935546875,628.9728393554688,560.178466796875,2120.705810546875,691.9634399414062,865.563720703125,1239.3502197265625,219.87863159179688,380.1114807128906,1496.6434326171875,7511.18017578125,830.44140625,134.6005096435547,118.87201690673828,141.11195373535156,1183.0216064453125,1087.885986328125,421.8692932128906,876.4273071289062,687.14501953125,2795.7060546875,922.7900390625,207.54641723632812
2022-05-26,680.4090576171875,1245.2760009765625,570.811279296875,677.9457397460938,134.2266387939453,3353.39501953125,925.4970092773438,135.3594970703125,3359.080810546875,838.02587890625,832.4642944335938,646.912353515625,568.9881591796875,2103.638427734375,706.6592407226562,869.6815795898438,1251.2125244140625,220.28392028808594,380.3306579589844,1486.94921875,7528.30126953125,848.1588745117188,135.92311096191406,118.32673645019531,142.58676147460938,1171.743896484375,1097.166748046875,435.6188049316406,865.6065673828125,692.9495849609375,2848.04296875,938.8494262695312,211.5121307373047
2022-05-27,685.4381103515625,1273.28466796875,588.0499267578125,668.9050903320312,133.3989715576172,3350.24072265625,927.22412109375,134.3253936767578,3423.365478515625,854.83837890625,852.1575317382812,658.9114990234375,588.7238159179688,2150.135986328125,717.6204223632812,896.616943359375,1284.07568359375,222.34884643554688,387.8131103515625,1520.9261474609375,7661.36083984375,847.6087036132812,132.66062927246094,112.01699829101562,141.01783752441406,1166.3089599609375,1112.8001708984375,435.6653137207031,869.4058227539062,696.0198364257812,2878.360107421875,977.7141723632812,217.8572540283203
2022-05-30,690.7658081054688,1289.816650390625,599.5980834960938,683.223388671875,136.21304321289062,3367.80322265625,946.8461303710938,138.2772216796875,3473.8193359375,850.9053955078125,882.7161254882812,663.4082641601562,599.3545532226562,2167.06494140625,726.0596313476562,907.0809936523438,1341.5860595703125,222.2249298095703,379.2446594238281,1578.4727783203125,7729.79541015625,850.7726440429688,133.05740356445312,112.21174621582031,143.24574279785156,1206.9356689453125,1139.8980712890625,440.9142761230469,854.401123046875,719.7177734375,2978.930419921875,1013.1843872070312,222.19619750976562
2022-05-31,682.3509521484375,1290.8096923828125,596.7478637695312,684.3474731445312,134.9922332763672,3435.182861328125,952.7471313476562,142.48757934570312,3497.974853515625,850.77880859375,883.4375,657.4441528320312,591.211181640625,2171.0322265625,730.2791748046875,901.8973999023438,1335.1925048828125,223.54647827148438,368.01593017578125,1572.437744140625,7683.93115234375,850.03271484375,137.55441284179688,117.82035827636719,146.1640167236328,1192.374267578125,1165.4573974609375,434.8756103515625,827.7581176757812,728.9282836914062,2969.310302734375,1027.3289794921875,223.03598022460938
2022-06-01,683.1973876953125,1257.1373291015625,589.6836547851562,678.9231567382812,134.9094696044922,3344.3076171875,943.7277221679688,144.8143310546875,3462.76416015625,840.9171752929688,864.0413208007812,660.2368774414062,599.3052368164062,2129.701416015625,730.0852661132812,899.4751586914062,1312.9481201171875,224.5376434326172,371.652587890625,1566.26025390625,7657.9365234375,828.4137573242188,138.25979614257812,116.65191650390625,143.84193420410156,1192.7593994140625,1144.2158203125,435.0613708496094,807.222900390625,730.2235107421875,2961.234130859375,998.0388793945312,219.6301727294922
2022-06-02,688.6744995117188,1291.00927734375,594.3636474609375,680.193603515625,136.2957763671875,3368.556884765625,947.1339721679688,146.4024658203125,3432.764892578125,843.6722412109375,882.546142578125,655.621826171875,600.0455932617188,2107.88232421875,727.2721557617188,913.6210327148438,1339.0997314453125,225.90048217773438,370.16802978515625,1555.9482421875,7644.4326171875,835.7289428710938,140.24375915527344,118.75515747070312,141.55125427246094,1233.88427734375,1135.282470703125,436.50140380859375,826.7482299804688,727.4891357421875,3021.07373046875,997.5166625976562,221.2164306640625
2022-06-03,674.4837646484375,1266.6182861328125,591.4545288085938,670.9575805664062,135.7991943359375,3324.2490234375,922.0428466796875,145.5160675048828,3387.911376953125,845.0059814453125,885.3475341796875,653.349853515625,594.9126586914062,2114.478515625,721.9855346679688,895.5510864257812,1351.2652587890625,225.2397003173828,370.3673095703125,1570.1092529296875,7431.89404296875,825.0239868164062,136.67262268066406,118.09303283691406,141.8336639404297,1258.8853759765625,1132.70166015625,431.5311279296875,832.0863647460938,723.315673828125,3036.209716796875,999.170654296875,221.84628295898438
2022-06-06,669.405029296875,1249.1331787109375,590.748046875,667.4879150390625,132.15748596191406,3288.4169921875,936.5313720703125,143.92796325683594,3408.70654296875,838.3374633789062,880.509033203125,652.4740600585938,598.2687377929688,2103.915283203125,724.3621215820312,899.8627319335938,1358.6800537109375,226.9741973876953,372.4894714355469,1558.846923828125,7437.19921875,816.6588745117188,136.84896850585938,119.92361450195312,141.08058166503906,1253.4730224609375,1133.5452880859375,430.7879333496094,826.9887084960938,732.6701049804688,3028.089599609375,995.949951171875,220.77322387695312
